date	time	bid	ask	rpt_px	mid
20251202	084515	27645.00	27648.00	0.00	27646.50
20251202	084530	27659.00	27664.00	27658.00	27661.50
20251202	084545	27680.00	27685.00	0.00	27682.50
20251202	084600	27674.00	27681.00	0.00	27677.50
20251202	084615	27677.00	27684.00	0.00	27680.50
20251202	084630	27696.00	27700.00	27686.00	27698.00
20251202	084645	27695.00	27701.00	27700.00	27698.00
20251202	084700	27700.00	27705.00	27700.00	27702.50
20251202	084715	27707.00	27710.00	27708.00	27708.50
20251202	084730	27710.00	27714.00	0.00	27712.00
20251202	084745	27707.00	27710.00	0.00	27708.50
20251202	084800	27711.00	27715.00	0.00	27713.00
20251202	084815	27700.00	27706.00	27704.00	27703.00
20251202	084830	27699.00	27705.00	0.00	27702.00
20251202	084845	27703.00	27708.00	27704.00	27705.50
20251202	084900	27711.00	27715.00	27710.00	27713.00
20251202	084915	27706.00	27711.00	0.00	27708.50
20251202	084930	27702.00	27707.00	0.00	27704.50
20251202	084945	27708.00	27713.00	27707.00	27710.50
20251202	085000	27710.00	27715.00	0.00	27712.50
20251202	085015	27705.00	27711.00	0.00	27708.00
20251202	085030	27702.00	27705.00	0.00	27703.50
20251202	085045	27699.00	27704.00	27702.00	27701.50
20251202	085100	27701.00	27706.00	0.00	27703.50
20251202	085115	27700.00	27705.00	0.00	27702.50
20251202	085130	27706.00	27709.00	0.00	27707.50
20251202	085145	27706.00	27711.00	0.00	27708.50
20251202	085200	27706.00	27712.00	0.00	27709.00
20251202	085215	27701.00	27704.00	0.00	27702.50
20251202	085230	27692.00	27695.00	0.00	27693.50
20251202	085245	27687.00	27692.00	0.00	27689.50
20251202	085300	27688.00	27693.00	0.00	27690.50
20251202	085315	27686.00	27691.00	0.00	27688.50
20251202	085330	27690.00	27694.00	0.00	27692.00
20251202	085345	27684.00	27690.00	0.00	27687.00
20251202	085400	27680.00	27685.00	0.00	27682.50
20251202	085415	27679.00	27685.00	0.00	27682.00
20251202	085430	27676.00	27681.00	0.00	27678.50
20251202	085445	27676.00	27680.00	0.00	27678.00
20251202	085500	27666.00	27672.00	0.00	27669.00
20251202	085515	27674.00	27678.00	0.00	27676.00
20251202	085530	27674.00	27680.00	0.00	27677.00
20251202	085545	27667.00	27672.00	0.00	27669.50
20251202	085600	27674.00	27680.00	0.00	27677.00
20251202	085615	27675.00	27681.00	0.00	27678.00
20251202	085630	27674.00	27678.00	0.00	27676.00
20251202	085645	27670.00	27675.00	0.00	27672.50
20251202	085700	27672.00	27677.00	27672.00	27674.50
20251202	085715	27674.00	27679.00	27674.00	27676.50
20251202	085730	27669.00	27675.00	0.00	27672.00
20251202	085745	27673.00	27679.00	0.00	27676.00
20251202	085800	27673.00	27678.00	0.00	27675.50
20251202	085815	27669.00	27671.00	27674.00	27670.00
20251202	085830	27664.00	27669.00	27669.00	27666.50
20251202	085845	27660.00	27663.00	27663.00	27661.50
20251202	085900	27658.00	27663.00	27660.00	27660.50
20251202	085915	27660.00	27665.00	0.00	27662.50
20251202	085930	27663.00	27667.00	0.00	27665.00
20251202	085945	27665.00	27670.00	0.00	27667.50
20251202	090000	27663.00	27668.00	0.00	27665.50
20251202	090015	27666.00	27672.00	27660.00	27669.00
20251202	090030	27677.00	27683.00	0.00	27680.00
20251202	090045	27686.00	27691.00	27686.00	27688.50
20251202	090100	27699.00	27704.00	27702.00	27701.50
20251202	090115	27693.00	27697.00	27697.00	27695.00
20251202	090130	27700.00	27705.00	0.00	27702.50
20251202	090145	27704.00	27709.00	0.00	27706.50
20251202	090200	27719.00	27724.00	27721.00	27721.50
20251202	090215	27700.00	27704.00	27720.00	27702.00
20251202	090230	27722.00	27725.00	0.00	27723.50
20251202	090245	27717.00	27720.00	0.00	27718.50
20251202	090300	27726.00	27731.00	27730.00	27728.50
20251202	090315	27732.00	27736.00	27733.00	27734.00
20251202	090330	27734.00	27738.00	0.00	27736.00
20251202	090345	27727.00	27730.00	0.00	27728.50
20251202	090400	27734.00	27738.00	0.00	27736.00
20251202	090415	27729.00	27734.00	0.00	27731.50
20251202	090430	27728.00	27733.00	27730.00	27730.50
20251202	090445	27721.00	27725.00	0.00	27723.00
20251202	090500	27728.00	27733.00	0.00	27730.50
20251202	090515	27719.00	27725.00	0.00	27722.00
20251202	090530	27716.00	27721.00	0.00	27718.50
20251202	090545	27708.00	27713.00	0.00	27710.50
20251202	090600	27706.00	27712.00	27709.00	27709.00
20251202	090615	27712.00	27718.00	0.00	27715.00
20251202	090630	27727.00	27733.00	0.00	27730.00
20251202	090645	27742.00	27747.00	0.00	27744.50
20251202	090700	27740.00	27745.00	0.00	27742.50
20251202	090715	27742.00	27746.00	0.00	27744.00
20251202	090730	27738.00	27743.00	0.00	27740.50
20251202	090745	27728.00	27732.00	27735.00	27730.00
20251202	090800	27728.00	27734.00	0.00	27731.00
20251202	090815	27718.00	27724.00	0.00	27721.00
20251202	090830	27717.00	27722.00	0.00	27719.50
20251202	090845	27706.00	27711.00	0.00	27708.50
20251202	090900	27703.00	27708.00	0.00	27705.50
20251202	090915	27701.00	27706.00	27701.00	27703.50
20251202	090930	27710.00	27714.00	0.00	27712.00
20251202	090945	27709.00	27714.00	0.00	27711.50
20251202	091000	27715.00	27720.00	0.00	27717.50
20251202	091015	27708.00	27714.00	0.00	27711.00
20251202	091030	27718.00	27720.00	0.00	27719.00
20251202	091045	27720.00	27726.00	27720.00	27723.00
20251202	091100	27719.00	27723.00	0.00	27721.00
20251202	091115	27731.00	27737.00	27735.00	27734.00
20251202	091130	27741.00	27746.00	0.00	27743.50
20251202	091145	27733.00	27739.00	27735.00	27736.00
20251202	091200	27742.00	27748.00	27747.00	27745.00
20251202	091215	27759.00	27762.00	27760.00	27760.50
20251202	091230	27760.00	27764.00	27760.00	27762.00
20251202	091245	27754.00	27759.00	27760.00	27756.50
20251202	091300	27756.00	27761.00	0.00	27758.50
20251202	091315	27769.00	27774.00	0.00	27771.50
20251202	091330	27763.00	27769.00	0.00	27766.00
20251202	091345	27761.00	27765.00	0.00	27763.00
20251202	091400	27764.00	27769.00	27762.00	27766.50
20251202	091415	27772.00	27774.00	27769.00	27773.00
20251202	091430	27774.00	27779.00	27780.00	27776.50
20251202	091445	27783.00	27788.00	27783.00	27785.50
20251202	091500	27787.00	27790.00	27790.00	27788.50
20251202	091515	27792.00	27797.00	27795.00	27794.50
20251202	091530	27791.00	27796.00	27797.00	27793.50
20251202	091545	27791.00	27797.00	0.00	27794.00
20251202	091600	27792.00	27797.00	0.00	27794.50
20251202	091615	27797.00	27800.00	27797.00	27798.50
20251202	091630	27804.00	27808.00	27800.00	27806.00
20251202	091645	27799.00	27803.00	0.00	27801.00
20251202	091700	27802.00	27806.00	0.00	27804.00
20251202	091715	27803.00	27807.00	27806.00	27805.00
20251202	091730	27783.00	27787.00	0.00	27785.00
20251202	091745	27783.00	27788.00	0.00	27785.50
20251202	091800	27785.00	27789.00	0.00	27787.00
20251202	091815	27789.00	27792.00	0.00	27790.50
20251202	091830	27785.00	27789.00	0.00	27787.00
20251202	091845	27788.00	27792.00	0.00	27790.00
20251202	091900	27798.00	27801.00	0.00	27799.50
20251202	091915	27794.00	27798.00	0.00	27796.00
20251202	091930	27786.00	27790.00	0.00	27788.00
20251202	091945	27784.00	27787.00	0.00	27785.50
20251202	092000	27778.00	27783.00	0.00	27780.50
20251202	092015	27777.00	27781.00	0.00	27779.00
20251202	092030	27783.00	27787.00	0.00	27785.00
20251202	092045	27782.00	27786.00	0.00	27784.00
20251202	092100	27776.00	27780.00	0.00	27778.00
20251202	092115	27778.00	27782.00	0.00	27780.00
20251202	092130	27774.00	27777.00	0.00	27775.50
20251202	092145	27778.00	27782.00	0.00	27780.00
20251202	092200	27776.00	27779.00	0.00	27777.50
20251202	092215	27775.00	27778.00	0.00	27776.50
20251202	092230	27773.00	27778.00	0.00	27775.50
20251202	092245	27762.00	27767.00	0.00	27764.50
20251202	092300	27767.00	27771.00	0.00	27769.00
20251202	092315	27770.00	27774.00	27770.00	27772.00
20251202	092330	27764.00	27768.00	27770.00	27766.00
20251202	092345	27761.00	27764.00	0.00	27762.50
20251202	092400	27766.00	27771.00	0.00	27768.50
20251202	092415	27765.00	27770.00	0.00	27767.50
20251202	092430	27765.00	27769.00	0.00	27767.00
20251202	092445	27766.00	27771.00	0.00	27768.50
20251202	092500	27765.00	27769.00	0.00	27767.00
20251202	092515	27766.00	27770.00	27770.00	27768.00
20251202	092530	27764.00	27769.00	27775.00	27766.50
20251202	092545	27768.00	27771.00	0.00	27769.50
20251202	092600	27768.00	27772.00	0.00	27770.00
20251202	092615	27761.00	27767.00	27769.00	27764.00
20251202	092630	27766.00	27772.00	0.00	27769.00
20251202	092645	27773.00	27778.00	27775.00	27775.50
20251202	092700	27769.00	27775.00	0.00	27772.00
20251202	092715	27773.00	27777.00	0.00	27775.00
20251202	092730	27781.00	27786.00	0.00	27783.50
20251202	092745	27781.00	27787.00	0.00	27784.00
20251202	092800	27774.00	27778.00	0.00	27776.00
20251202	092815	27780.00	27785.00	0.00	27782.50
20251202	092830	27780.00	27785.00	0.00	27782.50
20251202	092845	27775.00	27779.00	0.00	27777.00
20251202	092900	27775.00	27781.00	0.00	27778.00
20251202	092915	27787.00	27791.00	0.00	27789.00
20251202	092930	27790.00	27795.00	27791.00	27792.50
20251202	092945	27792.00	27795.00	0.00	27793.50
20251202	093000	27791.00	27795.00	0.00	27793.00
20251202	093015	27781.00	27786.00	27781.00	27783.50
20251202	093030	27784.00	27789.00	0.00	27786.50
20251202	093045	27782.00	27786.00	0.00	27784.00
20251202	093100	27776.00	27781.00	0.00	27778.50
20251202	093115	27760.00	27764.00	27777.00	27762.00
20251202	093130	27737.00	27741.00	27742.00	27739.00
20251202	093145	27736.00	27741.00	0.00	27738.50
20251202	093200	27743.00	27748.00	0.00	27745.50
20251202	093215	27747.00	27753.00	27752.00	27750.00
20251202	093230	27739.00	27745.00	27742.00	27742.00
20251202	093245	27748.00	27753.00	0.00	27750.50
20251202	093300	27749.00	27755.00	0.00	27752.00
20251202	093315	27760.00	27766.00	27757.00	27763.00
20251202	093330	27758.00	27764.00	0.00	27761.00
20251202	093345	27748.00	27754.00	0.00	27751.00
20251202	093400	27744.00	27750.00	27747.00	27747.00
20251202	093415	27746.00	27752.00	0.00	27749.00
20251202	093430	27742.00	27747.00	0.00	27744.50
20251202	093445	27738.00	27743.00	0.00	27740.50
20251202	093500	27735.00	27740.00	0.00	27737.50
20251202	093515	27745.00	27751.00	0.00	27748.00
20251202	093530	27745.00	27750.00	0.00	27747.50
20251202	093545	27744.00	27749.00	0.00	27746.50
20251202	093600	27746.00	27751.00	0.00	27748.50
20251202	093615	27756.00	27761.00	0.00	27758.50
20251202	093630	27746.00	27750.00	27754.00	27748.00
20251202	093645	27749.00	27754.00	0.00	27751.50
20251202	093700	27749.00	27754.00	0.00	27751.50
20251202	093715	27750.00	27754.00	0.00	27752.00
20251202	093730	27746.00	27750.00	27749.00	27748.00
20251202	093745	27757.00	27760.00	0.00	27758.50
20251202	093800	27746.00	27750.00	0.00	27748.00
20251202	093815	27739.00	27743.00	0.00	27741.00
20251202	093830	27735.00	27739.00	0.00	27737.00
