date	time	nearT	nearW	nearSigma2	nearType	nextT	nextW	nextSigma2	nextType	vix	ori_vix	near_contrib_rows	next_contrib_rows
20251202	084515	0.0416376522	0.5770783730	0.1437437492	0	0.1375280632	0.4229216270	0.0568847255	0	-1.00	28.6840286009	134	104
20251202	084530	0.0416371766	0.5770734127	0.1378443647	0	0.1375275875	0.4229265873	0.0577255482	0	-1.00	28.4863566291	134	104
20251202	084545	0.0416367009	0.5770684524	0.1365049197	0	0.1375271119	0.4229315476	0.0579801314	0	-1.00	28.4491443566	134	104
20251202	084600	0.0416362253	0.5770634921	0.1197030819	0	0.1375266362	0.4229365079	0.0585967496	0	-1.00	27.6513440696	134	104
20251202	084615	0.0416357496	0.5770585317	0.0670891051	0	0.1375261606	0.4229414683	0.0599319694	0	-1.00	24.9046461760	151	104
20251202	084630	0.0416352740	0.5770535714	0.0621273980	0	0.1375256849	0.4229464286	0.0600131943	0	-1.00	24.6234045207	151	104
20251202	084645	0.0416347983	0.5770486111	0.0622997904	0	0.1375252093	0.4229513889	0.0597724484	0	-1.00	24.5990264578	151	104
20251202	084700	0.0416343227	0.5770436508	0.0623154815	0	0.1375247336	0.4229563492	0.0598276942	0	-1.00	24.6079010524	151	104
20251202	084715	0.0416338470	0.5770386905	0.0621740685	0	0.1375242580	0.4229613095	0.0597321193	0	-1.00	24.5857462036	151	104
20251202	084730	0.0416333714	0.5770337302	0.0621087044	0	0.1375237823	0.4229662698	0.0597919357	0	-1.00	24.5904665855	151	104
20251202	084745	0.0416328957	0.5770287698	0.0621205140	0	0.1375233067	0.4229712302	0.0597731598	0	-1.00	24.5884637414	151	104
20251202	084800	0.0416324201	0.5770238095	0.0619959309	0	0.1375228311	0.4229761905	0.0598062539	0	-1.00	24.5858190036	151	104
20251202	084815	0.0416319444	0.5770188492	0.0619517722	0	0.1375223554	0.4229811508	0.0597812684	0	-1.00	24.5795946829	151	104
20251202	084830	0.0416314688	0.5770138889	0.0619833046	0	0.1375218798	0.4229861111	0.0598586330	0	-1.00	24.5926013598	151	104
20251202	084845	0.0416309932	0.5770089286	0.0619280931	0	0.1375214041	0.4229910714	0.0599213785	0	-1.00	24.5983460782	151	104
20251202	084900	0.0416305175	0.5770039683	0.0617341805	0	0.1375209285	0.4229960317	0.0598700952	0	-1.00	24.5794393347	151	104
20251202	084915	0.0416300419	0.5769990079	0.0617438616	0	0.1375204528	0.4230009921	0.0599914573	0	-1.00	24.5974787868	151	104
20251202	084930	0.0416295662	0.5769940476	0.0617644854	0	0.1375199772	0.4230059524	0.0599480600	0	-1.00	24.5924578891	151	104
20251202	084945	0.0416290906	0.5769890873	0.0617856903	0	0.1375195015	0.4230109127	0.0599473082	0	-1.00	24.5936074163	151	104
20251202	085000	0.0416286149	0.5769841270	0.0617475633	0	0.1375190259	0.4230158730	0.0599688007	0	-1.00	24.5944326328	151	104
20251202	085015	0.0416281393	0.5769791667	0.0617432145	0	0.1375185502	0.4230208333	0.0599118555	0	-1.00	24.5859769109	151	104
20251202	085030	0.0416276636	0.5769742063	0.0617417269	0	0.1375180746	0.4230257937	0.0601554483	0	-1.00	24.6209241811	151	104
20251202	085045	0.0416271880	0.5769692460	0.0616995817	0	0.1375175989	0.4230307540	0.0601330605	0	-1.00	24.6152026702	151	104
20251202	085100	0.0416267123	0.5769642857	0.0616916578	0	0.1375171233	0.4230357143	0.0601106053	0	-1.00	24.6115017962	151	104
20251202	085115	0.0416262367	0.5769593254	0.0615554853	0	0.1375166476	0.4230406746	0.0601155688	0	-1.00	24.6041289286	151	104
20251202	085130	0.0416257610	0.5769543651	0.0615708051	0	0.1375161720	0.4230456349	0.0600771256	0	-1.00	24.5995068532	151	104
20251202	085145	0.0416252854	0.5769494048	0.0615444937	0	0.1375156963	0.4230505952	0.0600282797	0	-1.00	24.5909136695	151	104
20251202	085200	0.0416248097	0.5769444444	0.0615482546	0	0.1375152207	0.4230555556	0.0600278015	0	-1.00	24.5910664702	151	104
20251202	085215	0.0416243341	0.5769394841	0.0615671796	0	0.1375147451	0.4230605159	0.0600756830	0	-1.00	24.5990786778	151	104
20251202	085230	0.0416238584	0.5769345238	0.0618677521	0	0.1375142694	0.4230654762	0.0601621062	0	-1.00	24.6293423211	151	104
20251202	085245	0.0416233828	0.5769295635	0.0616678513	0	0.1375137938	0.4230704365	0.0602068021	0	-1.00	24.6239056742	151	104
20251202	085300	0.0416229072	0.5769246032	0.0617138842	0	0.1375133181	0.4230753968	0.0600738883	0	-1.00	24.6075256924	151	104
20251202	085315	0.0416224315	0.5769196429	0.0618949136	0	0.1375128425	0.4230803571	0.0601830938	0	-1.00	24.6339626808	151	104
20251202	085330	0.0416219559	0.5769146825	0.0619024958	0	0.1375123668	0.4230853175	0.0599727331	0	-1.00	24.6041689508	151	104
20251202	085345	0.0416214802	0.5769097222	0.0619814824	0	0.1375118912	0.4230902778	0.0601399054	0	-1.00	24.6328867737	151	104
20251202	085400	0.0416210046	0.5769047619	0.0619730365	0	0.1375114155	0.4230952381	0.0599868622	0	-1.00	24.6103838826	151	104
20251202	085415	0.0416205289	0.5768998016	0.0619640463	0	0.1375109399	0.4231001984	0.0599981410	0	-1.00	24.6114699819	151	104
20251202	085430	0.0416200533	0.5768948413	0.0620742448	0	0.1375104642	0.4231051587	0.0600393319	0	-1.00	24.6239281604	151	104
20251202	085445	0.0416195776	0.5768898810	0.0620461923	0	0.1375099886	0.4231101190	0.0598797912	0	-1.00	24.5993173916	151	104
20251202	085500	0.0416191020	0.5768849206	0.0621674826	0	0.1375095129	0.4231150794	0.0600634181	0	-1.00	24.6329142347	151	104
20251202	085515	0.0416186263	0.5768799603	0.0619687984	0	0.1375090373	0.4231200397	0.0599672738	0	-1.00	24.6073031810	151	104
20251202	085530	0.0416181507	0.5768750000	0.0618590137	0	0.1375085616	0.4231250000	0.0599498982	0	-1.00	24.5982838202	151	104
20251202	085545	0.0416176750	0.5768700397	0.0619641473	0	0.1375080860	0.4231299603	0.0600190509	0	-1.00	24.6144689413	151	104
20251202	085600	0.0416171994	0.5768650794	0.0618123095	0	0.1375076104	0.4231349206	0.0599295459	0	-1.00	24.5925771148	151	104
20251202	085615	0.0416167237	0.5768601190	0.0618115813	0	0.1375071347	0.4231398810	0.0599184660	0	-1.00	24.5909368602	151	104
20251202	085630	0.0416162481	0.5768551587	0.0618083948	0	0.1375066591	0.4231448413	0.0599516086	0	-1.00	24.5955154579	151	104
20251202	085645	0.0416157725	0.5768501984	0.0618287789	0	0.1375061834	0.4231498016	0.0600211487	0	-1.00	24.6067287816	151	104
20251202	085700	0.0416152968	0.5768452381	0.0618098528	0	0.1375057078	0.4231547619	0.0599673721	0	-1.00	24.5978661002	151	104
20251202	085715	0.0416148212	0.5768402778	0.0617288800	0	0.1375052321	0.4231597222	0.0599216913	0	-1.00	24.5864805595	151	104
20251202	085730	0.0416143455	0.5768353175	0.0618006000	0	0.1375047565	0.4231646825	0.0599977095	0	-1.00	24.6016777819	151	104
20251202	085745	0.0416138699	0.5768303571	0.0617527739	0	0.1375042808	0.4231696429	0.0599161413	0	-1.00	24.5870963312	151	104
20251202	085800	0.0416133942	0.5768253968	0.0617245747	0	0.1375038052	0.4231746032	0.0599655462	0	-1.00	24.5925315768	151	104
20251202	085815	0.0416129186	0.5768204365	0.0617738082	0	0.1375033295	0.4231795635	0.0600370776	0	-1.00	24.6057452998	151	104
20251202	085830	0.0416124429	0.5768154762	0.0618244204	0	0.1375028539	0.4231845238	0.0600099427	0	-1.00	24.6048429794	151	104
20251202	085845	0.0416119673	0.5768105159	0.0618497650	0	0.1375023782	0.4231894841	0.0600558710	0	-1.00	24.6129511632	151	104
20251202	085900	0.0416114916	0.5768055556	0.0618452560	0	0.1375019026	0.4231944444	0.0601461674	0	-1.00	24.6256649162	151	104
20251202	085915	0.0416110160	0.5768005952	0.0618289669	0	0.1375014269	0.4231994048	0.0600964286	0	-1.00	24.6175458370	151	104
20251202	085930	0.0416105403	0.5767956349	0.0618133483	0	0.1375009513	0.4232043651	0.0600934324	0	-1.00	24.6161865731	151	104
20251202	085945	0.0416100647	0.5767906746	0.0617319440	0	0.1375004756	0.4232093254	0.0600717495	0	-1.00	24.6082368895	151	104
20251202	090000	0.0416095890	0.5767857143	0.0616321898	0	0.1375000000	0.4232142857	0.0600828859	0	24.60	24.6039182261	151	104
20251202	090015	0.0416091134	0.5767807540	0.0615071924	0	0.1374995244	0.4232192460	0.0600201578	0	24.59	24.5874683322	151	104
20251202	090030	0.0416086377	0.5767757937	0.0613469269	0	0.1374990487	0.4232242063	0.0599529254	0	24.57	24.5682629469	151	104
20251202	090045	0.0416081621	0.5767708333	0.0611689484	0	0.1374985731	0.4232291667	0.0598384639	0	24.54	24.5411774441	151	104
20251202	090100	0.0416076865	0.5767658730	0.0609280568	0	0.1374980974	0.4232341270	0.0597412305	0	24.51	24.5128034715	151	104
20251202	090115	0.0416072108	0.5767609127	0.0609229060	0	0.1374976218	0.4232390873	0.0598120384	0	24.52	24.5227194242	151	104
20251202	090130	0.0416067352	0.5767559524	0.0608856164	0	0.1374971461	0.4232440476	0.0597066682	0	24.51	24.5052804575	151	104
20251202	090145	0.0416062595	0.5767509921	0.0608926078	0	0.1374966705	0.4232490079	0.0596974551	0	24.50	24.5043645292	151	104
20251202	090200	0.0416057839	0.5767460317	0.0607596765	0	0.1374961948	0.4232539683	0.0594621039	0	24.46	24.4624061559	151	104
20251202	090215	0.0416053082	0.5767410714	0.0611326233	0	0.1374957192	0.4232589286	0.0594716529	0	24.49	24.4860297222	151	104
20251202	090230	0.0416048326	0.5767361111	0.0607367364	0	0.1374952435	0.4232638889	0.0592728746	0	24.43	24.4336312015	151	104
20251202	090245	0.0416043569	0.5767311508	0.0607892160	0	0.1374947679	0.4232688492	0.0592620855	0	24.44	24.4352012448	151	104
20251202	090300	0.0416038813	0.5767261905	0.0606189754	0	0.1374942922	0.4232738095	0.0590743105	0	24.40	24.3977951517	151	104
20251202	090315	0.0416034056	0.5767212302	0.0605618494	0	0.1374938166	0.4232787698	0.0591088501	0	24.40	24.3993877401	151	104
