date	time	nearT	nearW	nearSigma2	nearType	nextT	nextW	nextSigma2	nextType	vix	ori_vix	near_contrib_rows	next_contrib_rows
20251209	084515	0.0224595700	0.3770783730	0.0660457461	0	0.1183499810	0.6229216270	0.0478359015	0	-1.00	22.2962415632	94	104
20251209	084530	0.0224590944	0.3770734127	0.0643311514	0	0.1183495053	0.6229265873	0.0484460900	0	-1.00	22.3791925814	94	104
20251209	084545	0.0224586187	0.3770684524	0.0626902273	0	0.1183490297	0.6229315476	0.0486764495	0	-1.00	22.3875693334	94	104
20251209	084600	0.0224581431	0.3770634921	0.0627259185	0	0.1183485540	0.6229365079	0.0483807134	0	-1.00	22.3290588974	94	104
20251209	084615	0.0224576674	0.3770585317	0.0634285331	0	0.1183480784	0.6229414683	0.0482453152	0	-1.00	22.3180588109	94	104
20251209	084630	0.0224571918	0.3770535714	0.0612310924	0	0.1183476027	0.6229464286	0.0484097172	0	-1.00	22.3003590448	94	104
20251209	084645	0.0224567161	0.3770486111	0.0598562168	0	0.1183471271	0.6229513889	0.0485712939	0	-1.00	22.3010873403	94	104
20251209	084700	0.0224562405	0.3770436508	0.0603671156	0	0.1183466514	0.6229563492	0.0485980100	0	-1.00	22.3182445455	94	104
20251209	084715	0.0224557648	0.3770386905	0.0454138586	0	0.1183461758	0.6229613095	0.0485812443	0	-1.00	21.9670133056	94	104
20251209	084730	0.0224552892	0.3770337302	0.0468341698	0	0.1183457002	0.6229662698	0.0485027984	0	-1.00	21.9842935997	94	104
20251209	084745	0.0224548135	0.3770287698	0.0468744489	0	0.1183452245	0.6229712302	0.0483637860	0	-1.00	21.9568617550	94	104
20251209	084800	0.0224543379	0.3770238095	0.0452469216	0	0.1183447489	0.6229761905	0.0483359173	0	-1.00	21.9129523928	94	104
20251209	084815	0.0224538623	0.3770188492	0.0450449009	0	0.1183442732	0.6229811508	0.0477586094	0	-1.00	21.7897005010	94	104
20251209	084830	0.0224533866	0.3770138889	0.0436007344	0	0.1183437976	0.6229861111	0.0477851126	0	-1.00	21.7610082168	94	104
20251209	084845	0.0224529110	0.3770089286	0.0428308750	0	0.1183433219	0.6229910714	0.0476307906	0	-1.00	21.7109295852	94	104
20251209	084900	0.0224524353	0.3770039683	0.0411282873	0	0.1183428463	0.6229960317	0.0476694461	0	-1.00	21.6785133301	93	104
20251209	084915	0.0224519597	0.3769990079	0.0421681532	0	0.1183423706	0.6230009921	0.0472588096	0	-1.00	21.6181770385	93	104
20251209	084930	0.0224514840	0.3769940476	0.0411418894	0	0.1183418950	0.6230059524	0.0470409992	0	-1.00	21.5484364278	93	104
20251209	084945	0.0224510084	0.3769890873	0.0410506991	0	0.1183414193	0.6230109127	0.0474893513	0	-1.00	21.6393910093	93	104
20251209	085000	0.0224505327	0.3769841270	0.0424309760	0	0.1183409437	0.6230158730	0.0474957269	0	-1.00	21.6735315050	93	104
20251209	085015	0.0224500571	0.3769791667	0.0429440449	0	0.1183404680	0.6230208333	0.0476633655	0	-1.00	21.7203641569	93	104
20251209	085030	0.0224495814	0.3769742063	0.0430022242	0	0.1183399924	0.6230257937	0.0475538647	0	-1.00	21.6991250993	93	104
20251209	085045	0.0224491058	0.3769692460	0.0431298301	0	0.1183395167	0.6230307540	0.0476048026	0	-1.00	21.7126808300	93	104
20251209	085100	0.0224486301	0.3769642857	0.0426335611	0	0.1183390411	0.6230357143	0.0476155090	0	-1.00	21.7031278276	93	104
20251209	085115	0.0224481545	0.3769593254	0.0434921494	0	0.1183385654	0.6230406746	0.0475509551	0	-1.00	21.7101546389	93	104
20251209	085130	0.0224476788	0.3769543651	0.0408153372	0	0.1183380898	0.6230456349	0.0465372505	0	-1.00	21.4355247376	93	104
20251209	085145	0.0224472032	0.3769494048	0.0408237219	0	0.1183376142	0.6230505952	0.0464316324	0	-1.00	21.4136196315	93	104
20251209	085200	0.0224467275	0.3769444444	0.0416738404	0	0.1183371385	0.6230555556	0.0463239265	0	-1.00	21.4114985532	93	104
20251209	085215	0.0224462519	0.3769394841	0.0425924431	0	0.1183366629	0.6230605159	0.0464252860	0	-1.00	21.4547734864	93	104
20251209	085230	0.0224457763	0.3769345238	0.0426473965	0	0.1183361872	0.6230654762	0.0463866335	0	-1.00	21.4480132206	93	104
20251209	085245	0.0224453006	0.3769295635	0.0424314456	0	0.1183357116	0.6230704365	0.0463513793	0	-1.00	21.4354580820	93	104
20251209	085300	0.0224448250	0.3769246032	0.0406974374	0	0.1183352359	0.6230753968	0.0463216460	0	-1.00	21.3875537942	93	104
20251209	085315	0.0224443493	0.3769196429	0.0415760827	0	0.1183347603	0.6230803571	0.0465661181	0	-1.00	21.4598487810	93	104
20251209	085330	0.0224438737	0.3769146825	0.0415534511	0	0.1183342846	0.6230853175	0.0465452743	0	-1.00	21.4549529941	93	104
20251209	085345	0.0224433980	0.3769097222	0.0415376478	0	0.1183338090	0.6230902778	0.0465812936	0	-1.00	21.4621071181	93	104
20251209	085400	0.0224429224	0.3769047619	0.0414237556	0	0.1183333333	0.6230952381	0.0465703868	0	-1.00	21.4571005434	93	104
20251209	085415	0.0224424467	0.3768998016	0.0415691050	0	0.1183328577	0.6231001984	0.0463164111	0	-1.00	21.4074413241	93	104
20251209	085430	0.0224419711	0.3768948413	0.0417402403	0	0.1183323820	0.6231051587	0.0463350742	0	-1.00	21.4154675515	93	104
20251209	085445	0.0224414954	0.3768898810	0.0415111940	0	0.1183319064	0.6231101190	0.0461404561	0	-1.00	21.3691554265	93	104
20251209	085500	0.0224410198	0.3768849206	0.0405918301	0	0.1183314307	0.6231150794	0.0458606081	0	-1.00	21.2881284753	93	104
20251209	085515	0.0224405441	0.3768799603	0.0414919911	0	0.1183309551	0.6231200397	0.0461173332	0	-1.00	21.3638464451	93	104
20251209	085530	0.0224400685	0.3768750000	0.0415012164	0	0.1183304795	0.6231250000	0.0461137117	0	-1.00	21.3633120672	93	104
20251209	085545	0.0224395928	0.3768700397	0.0414185270	0	0.1183300038	0.6231299603	0.0461340981	0	-1.00	21.3656049152	93	104
20251209	085600	0.0224391172	0.3768650794	0.0404740147	0	0.1183295282	0.6231349206	0.0462615737	0	-1.00	21.3696292301	93	104
20251209	085615	0.0224386416	0.3768601190	0.0402804505	0	0.1183290525	0.6231398810	0.0463640189	0	-1.00	21.3864715026	93	104
20251209	085630	0.0224381659	0.3768551587	0.0406126387	0	0.1183285769	0.6231448413	0.0463678868	0	-1.00	21.3952760043	93	104
20251209	085645	0.0224376903	0.3768501984	0.0406383162	0	0.1183281012	0.6231498016	0.0464366564	0	-1.00	21.4103106682	93	104
20251209	085700	0.0224372146	0.3768452381	0.0405134712	0	0.1183276256	0.6231547619	0.0464983129	0	-1.00	21.4202313669	93	104
20251209	085715	0.0224367390	0.3768402778	0.0408279785	0	0.1183271499	0.6231597222	0.0464900347	0	-1.00	21.4260540283	93	104
20251209	085730	0.0224362633	0.3768353175	0.0409589905	0	0.1183266743	0.6231646825	0.0463806918	0	-1.00	21.4063029671	93	104
20251209	085745	0.0224357877	0.3768303571	0.0411966949	0	0.1183261986	0.6231696429	0.0466079752	0	-1.00	21.4595794839	93	104
20251209	085800	0.0224353120	0.3768253968	0.0416833432	0	0.1183257230	0.6231746032	0.0464960539	0	-1.00	21.4478487184	93	104
20251209	085815	0.0224348364	0.3768204365	0.0413145026	0	0.1183252473	0.6231795635	0.0465798736	0	-1.00	21.4565373348	93	104
20251209	085830	0.0224343607	0.3768154762	0.0416156002	0	0.1183247717	0.6231845238	0.0465970272	0	-1.00	21.4673416877	93	104
20251209	085845	0.0224338851	0.3768105159	0.0413857697	0	0.1183242960	0.6231894841	0.0465307701	0	-1.00	21.4479866398	93	104
20251209	085900	0.0224334094	0.3768055556	0.0420036527	0	0.1183238204	0.6231944444	0.0465221494	0	-1.00	21.4609980120	93	104
