date	near_days	near_r	near_days1	near_r1	near_days2	near_r2	next_days	next_r	next_days1	next_r1	next_days2	next_r2
20251209	8	0.0140244	7	0.0138	14	0.0146978	43	0.0161451	30	0.016	60	0.01624
