date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251208	084515	28060.0000	28061.5000	28060.0000	27578.0433	28060.0000	28000.0000	1
20251208	084530	28058.0000	28067.5000	28067.5000	27578.0433	28067.5000	28000.0000	4
20251208	084545	28065.0000	28064.5000	28065.0000	27578.0433	28065.0000	28000.0000	1
20251208	084600	0.0000	28065.0000	28065.0000	27578.0433	28065.0000	28000.0000	2
20251208	084615	28060.0000	28063.5000	28063.5000	28069.9413	28063.5000	28000.0000	4
20251208	084630	28061.0000	28057.5000	28057.5000	28069.9413	28057.5000	28000.0000	4
20251208	084645	0.0000	28067.5000	28067.5000	28064.7357	28067.5000	28000.0000	2
20251208	084700	28064.0000	28067.5000	28067.5000	28210.2154	28067.5000	28000.0000	4
20251208	084715	0.0000	28075.5000	28075.5000	28210.2154	28075.5000	28000.0000	2
20251208	084730	28080.0000	28080.0000	28080.0000	28210.2154	28080.0000	28000.0000	1
20251208	084745	28084.0000	28081.5000	28081.5000	28210.2154	28081.5000	28000.0000	4
20251208	084800	28085.0000	28083.5000	28085.0000	28210.2154	28085.0000	28000.0000	1
20251208	084815	28081.0000	28082.0000	28081.0000	28069.9413	28081.0000	28000.0000	1
20251208	084830	28087.0000	28086.0000	28087.0000	28069.9413	28087.0000	28000.0000	1
20251208	084845	0.0000	28087.5000	28087.5000	28072.4462	28087.5000	28000.0000	2
20251208	084900	28089.0000	28095.0000	28095.0000	28079.9608	28095.0000	28000.0000	4
20251208	084915	28095.0000	28096.0000	28095.0000	28079.9608	28095.0000	28000.0000	1
20251208	084930	28100.0000	28099.0000	28100.0000	28079.9608	28100.0000	28100.0000	1
20251208	084945	0.0000	28101.5000	28101.5000	28079.9608	28101.5000	28100.0000	2
20251208	085000	0.0000	28101.5000	28101.5000	28079.9608	28101.5000	28100.0000	2
20251208	085015	0.0000	28096.5000	28096.5000	28079.9608	28096.5000	28000.0000	2
20251208	085030	28090.0000	28088.5000	28090.0000	28077.4560	28090.0000	28000.0000	1
20251208	085045	0.0000	28089.0000	28089.0000	27997.2993	28089.0000	28000.0000	2
20251208	085100	0.0000	28090.5000	28090.5000	28077.4560	28090.5000	28000.0000	2
20251208	085115	0.0000	28093.5000	28093.5000	28079.9608	28093.5000	28000.0000	2
20251208	085130	28094.0000	28093.0000	28094.0000	28077.4560	28094.0000	28000.0000	1
20251208	085145	28093.0000	28092.5000	28093.0000	28077.4560	28093.0000	28000.0000	1
20251208	085200	28093.0000	28091.0000	28093.0000	28077.4560	28093.0000	28000.0000	1
20251208	085215	0.0000	28093.5000	28093.5000	28077.4560	28093.5000	28000.0000	2
20251208	085230	28097.0000	28100.0000	28100.0000	28084.9706	28100.0000	28100.0000	4
20251208	085245	0.0000	28099.0000	28099.0000	28089.9804	28099.0000	28000.0000	2
20251208	085300	0.0000	28105.0000	28105.0000	28097.4951	28105.0000	28100.0000	2
20251208	085315	0.0000	28105.5000	28105.5000	28097.4951	28105.5000	28100.0000	2
20251208	085330	0.0000	28101.0000	28101.0000	28089.9804	28101.0000	28100.0000	2
