date	time	nearT	nearW	nearSigma2	nearType	nextT	nextW	nextSigma2	nextType	vix	ori_vix	near_contrib_rows	next_contrib_rows
20251208	084515	0.0251992960	0.4056498016	0.0649155180	A	0.1210897070	0.5943501984	-1.0000000000	E,I,A	-1.00	21.0500000000	100	0
20251208	084530	0.0251988204	0.4056448413	0.0644726015	A	0.1210892314	0.5943551587	-1.0000000000	E,I,A	-1.00	21.0500000000	100	0
20251208	084545	0.0251983447	0.4056398810	0.0640365664	A	0.1210887557	0.5943601190	-1.0000000000	E,I,A	-1.00	21.0500000000	99	0
20251208	084600	0.0251978691	0.4056349206	0.0390892342	A	0.1210882801	0.5943650794	-1.0000000000	E,I,A	-1.00	21.0500000000	139	0
20251208	084615	0.0251973935	0.4056299603	0.0391961020	0	0.1210878044	0.5943700397	0.0467044651	0	-1.00	21.3941056185	140	101
20251208	084630	0.0251969178	0.4056250000	0.0392167068	0	0.1210873288	0.5943750000	0.0467661963	0	-1.00	21.4073402681	140	101
20251208	084645	0.0251964422	0.4056200397	0.0568559053	0	0.1210868531	0.5943799603	0.0422118433	0	-1.00	20.9839860816	136	101
20251208	084700	0.0251959665	0.4056150794	0.0620731996	0	0.1210863775	0.5943849206	0.0428860216	0	-1.00	21.2771679183	130	101
20251208	084715	0.0251954909	0.4056101190	0.0588115138	0	0.1210859018	0.5943898810	0.0428741389	0	-1.00	21.1791777868	109	101
20251208	084730	0.0251950152	0.4056051587	0.0557500075	0	0.1210854262	0.5943948413	0.0426541861	0	-1.00	21.0433935589	106	101
20251208	084745	0.0251945396	0.4056001984	0.0504695196	0	0.1210849505	0.5943998016	0.0424623324	0	-1.00	20.8465504543	89	101
20251208	084800	0.0251940639	0.4055952381	0.0501346164	0	0.1210844749	0.5944047619	0.0424563602	0	-1.00	20.8352990458	84	101
20251208	084815	0.0251935883	0.4055902778	0.0513292898	0	0.1210839992	0.5944097222	0.0435266265	0	-1.00	21.0942342553	84	104
20251208	084830	0.0251931126	0.4055853175	0.0511553437	0	0.1210835236	0.5944146825	0.0434720689	0	-1.00	21.0777707282	84	104
20251208	084845	0.0251926370	0.4055803571	0.0482158966	0	0.1210830479	0.5944196429	0.0434636524	0	-1.00	20.9891461854	84	104
20251208	084900	0.0251921613	0.4055753968	0.0474882434	0	0.1210825723	0.5944246032	0.0432402772	0	-1.00	20.9208855024	84	104
20251208	084915	0.0251916857	0.4055704365	0.0504545935	0	0.1210820967	0.5944295635	0.0434448445	0	-1.00	21.0514143165	84	104
20251208	084930	0.0251912100	0.4055654762	0.0508215052	0	0.1210816210	0.5944345238	0.0439305990	0	-1.00	21.1629769388	84	104
20251208	084945	0.0251907344	0.4055605159	0.0496099644	0	0.1210811454	0.5944394841	0.0433711653	0	-1.00	21.0111024519	84	104
20251208	085000	0.0251902588	0.4055555556	0.0424715716	0	0.1210806697	0.5944444444	0.0419539108	0	-1.00	20.4983544625	84	104
20251208	085015	0.0251897831	0.4055505952	0.0461670776	0	0.1210801941	0.5944494048	0.0420252838	0	-1.00	20.6252450027	84	104
20251208	085030	0.0251893075	0.4055456349	0.0436997307	0	0.1210797184	0.5944543651	0.0419004147	0	-1.00	20.5241436597	84	104
20251208	085045	0.0251888318	0.4055406746	0.0428227902	0	0.1210792428	0.5944593254	0.0417575137	0	-1.00	20.4670247309	84	104
20251208	085100	0.0251883562	0.4055357143	0.0432423473	0	0.1210787671	0.5944642857	0.0420270144	0	-1.00	20.5372967320	84	104
20251208	085115	0.0251878805	0.4055307540	0.0429350843	0	0.1210782915	0.5944692460	0.0421542849	0	-1.00	20.5551257529	84	104
20251208	085130	0.0251874049	0.4055257937	0.0419508948	0	0.1210778158	0.5944742063	0.0427587444	0	-1.00	20.6538982377	84	104
20251208	085145	0.0251869292	0.4055208333	0.0421962098	0	0.1210773402	0.5944791667	0.0427308981	0	-1.00	20.6553754061	84	104
20251208	085200	0.0251864536	0.4055158730	0.0440087515	0	0.1210768645	0.5944841270	0.0425220662	0	-1.00	20.6656256036	84	104
20251208	085215	0.0251859779	0.4055109127	0.0432070820	0	0.1210763889	0.5944890873	0.0424630563	0	-1.00	20.6289867148	84	104
20251208	085230	0.0251855023	0.4055059524	0.0446047958	0	0.1210759132	0.5944940476	0.0411072732	0	-1.00	20.3818211754	84	104
20251208	085245	0.0251850266	0.4055009921	0.0437853004	0	0.1210754376	0.5944990079	0.0411080826	0	-1.00	20.3569973854	84	104
20251208	085300	0.0251845510	0.4054960317	0.0439981622	0	0.1210749619	0.5945039683	0.0409746110	0	-1.00	20.3347692001	84	104
20251208	085315	0.0251840753	0.4054910714	0.0431915650	0	0.1210744863	0.5945089286	0.0409427477	0	-1.00	20.3032391483	84	104
20251208	085330	0.0251835997	0.4054861111	0.0443914264	0	0.1210740107	0.5945138889	0.0409601795	0	-1.00	20.3436676856	84	104
20251208	085345	0.0251831240	0.4054811508	0.0412939134	0	0.1210735350	0.5945188492	0.0411753285	0	-1.00	20.2953347329	84	104
20251208	085400	0.0251826484	0.4054761905	0.0454387560	0	0.1210730594	0.5945238095	0.0410487978	0	-1.00	20.3946505806	84	104
20251208	085415	0.0251821728	0.4054712302	0.0417416461	0	0.1210725837	0.5945287698	0.0410419798	0	-1.00	20.2802611071	84	104
