date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251208	084515	28026.0000	28028.5000	28028.5000	28019.5070	28028.5000	28000.0000	4
20251208	084530	28033.0000	28034.0000	28033.0000	28030.4930	28033.0000	28000.0000	1
20251208	084545	28032.0000	28031.5000	28032.0000	28037.4955	28032.0000	28000.0000	1
20251208	084600	28033.0000	28032.0000	28033.0000	28030.9932	28033.0000	28000.0000	1
20251208	084615	28029.0000	28030.0000	28029.0000	28029.9928	28029.0000	28000.0000	1
20251208	084630	28024.0000	28024.0000	28024.0000	28022.9903	28024.0000	28000.0000	1
20251208	084645	28034.0000	28034.0000	28034.0000	28097.9993	28034.0000	28000.0000	1
20251208	084700	28035.0000	28034.0000	28035.0000	27988.4959	28035.0000	28000.0000	1
20251208	084715	28042.0000	28043.0000	28042.0000	28114.0050	28042.0000	28000.0000	1
20251208	084730	28049.0000	28047.5000	28049.0000	27993.9979	28049.0000	28000.0000	1
20251208	084745	28048.0000	28049.0000	28048.0000	28106.0021	28048.0000	28000.0000	1
20251208	084800	28051.0000	28051.0000	28051.0000	28107.0025	28051.0000	28050.0000	1
20251208	084815	28050.0000	28049.5000	28050.0000	27988.9961	28050.0000	28050.0000	1
20251208	084830	28053.0000	28052.5000	28053.0000	27990.9968	28053.0000	28050.0000	1
20251208	084845	28055.0000	28054.0000	28055.0000	28006.0021	28055.0000	28050.0000	1
20251208	084900	28065.0000	28064.5000	28065.0000	28004.5016	28065.0000	28050.0000	1
20251208	084915	28065.0000	28065.5000	28065.0000	28005.0018	28065.0000	28050.0000	1
20251208	084930	28069.0000	28068.5000	28069.0000	28003.0011	28069.0000	28050.0000	1
20251208	084945	28072.0000	28071.0000	28072.0000	28049.4998	28072.0000	28050.0000	1
20251208	085000	28072.0000	28071.0000	28072.0000	28007.0025	28072.0000	28050.0000	1
20251208	085015	28065.0000	28066.0000	28065.0000	28007.5027	28065.0000	28050.0000	1
20251208	085030	28059.0000	28058.0000	28059.0000	28005.5020	28059.0000	28050.0000	1
20251208	085045	28058.0000	28058.5000	28058.0000	28058.5030	28058.0000	28050.0000	1
20251208	085100	28059.0000	28060.0000	28059.0000	28043.4977	28059.0000	28050.0000	1
20251208	085115	28064.0000	28063.0000	28064.0000	28081.5113	28064.0000	28050.0000	1
20251208	085130	28063.0000	28063.0000	28063.0000	28045.4984	28063.0000	28050.0000	1
20251208	085145	28063.0000	28062.5000	28063.0000	28045.4984	28063.0000	28050.0000	1
20251208	085200	28061.0000	28061.0000	28061.0000	28003.0011	28061.0000	28050.0000	1
20251208	085215	28062.0000	28063.5000	28062.0000	28012.0043	28062.0000	28050.0000	1
20251208	085230	28069.0000	28070.0000	28069.0000	28013.5048	28069.0000	28050.0000	1
20251208	085245	28070.0000	28069.0000	28070.0000	28048.4995	28070.0000	28050.0000	1
20251208	085300	28075.0000	28075.0000	28075.0000	28143.9979	28075.0000	28050.0000	1
20251208	085315	28076.0000	28075.5000	28076.0000	28010.0036	28076.0000	28050.0000	1
20251208	085330	28071.0000	28071.0000	28071.0000	28013.0046	28071.0000	28050.0000	1
20251208	085345	28068.0000	28066.5000	28068.0000	28151.5005	28068.0000	28050.0000	1
20251208	085400	28070.0000	28067.5000	28067.5000	28143.9979	28067.5000	28050.0000	4
20251208	085415	28073.0000	28071.5000	28073.0000	28072.9903	28073.0000	28050.0000	1
20251208	085430	28070.0000	28071.0000	28070.0000	28066.4880	28070.0000	28050.0000	1
20251208	085445	28072.0000	28071.5000	28072.0000	28066.4880	28072.0000	28050.0000	1
20251208	085500	28073.0000	28071.0000	28071.0000	28066.4880	28071.0000	28050.0000	4
20251208	085515	28075.0000	28074.0000	28075.0000	28091.9971	28075.0000	28050.0000	1
20251208	085530	28070.0000	28070.0000	28070.0000	28114.0050	28070.0000	28050.0000	1
20251208	085545	28064.0000	28064.0000	28064.0000	28109.0032	28064.0000	28050.0000	1
20251208	085600	28062.0000	28061.0000	28062.0000	28105.0018	28062.0000	28050.0000	1
20251208	085615	28052.0000	28053.5000	28052.0000	28084.4945	28052.0000	28050.0000	1
20251208	085630	28053.0000	28052.5000	28053.0000	28058.9853	28053.0000	28050.0000	1
20251208	085645	28056.0000	28056.0000	28056.0000	28073.9907	28056.0000	28050.0000	1
20251208	085700	28044.0000	28043.5000	28044.0000	28073.9907	28044.0000	28000.0000	1
20251208	085715	28047.0000	28045.5000	28047.0000	28073.4905	28047.0000	28000.0000	1
20251208	085730	28044.0000	28043.0000	28044.0000	28064.9875	28044.0000	28000.0000	1
20251208	085745	28044.0000	28043.0000	28044.0000	28066.9882	28044.0000	28000.0000	1
20251208	085800	28046.0000	28044.5000	28046.0000	28067.4884	28046.0000	28000.0000	1
20251208	085815	28046.0000	28044.5000	28046.0000	28089.5141	28046.0000	28000.0000	1
20251208	085830	28040.0000	28041.5000	28040.0000	28054.0014	28040.0000	28000.0000	1
20251208	085845	28042.0000	28041.5000	28042.0000	28089.5141	28042.0000	28000.0000	1
20251208	085900	28041.0000	28042.0000	28041.0000	28090.0143	28041.0000	28000.0000	1
20251208	085915	28042.0000	28043.0000	28042.0000	28088.5138	28042.0000	28000.0000	1
20251208	085930	28044.0000	28044.5000	28044.0000	28050.0000	28044.0000	28000.0000	1
20251208	085945	28049.0000	28048.0000	28049.0000	28086.4952	28049.0000	28000.0000	1
20251208	090000	28047.0000	28048.5000	28047.0000	28069.0068	28047.0000	28000.0000	1
20251208	090015	28067.0000	28067.0000	28067.0000	28048.9996	28067.0000	28050.0000	1
20251208	090030	28060.0000	28059.5000	28060.0000	28048.9996	28060.0000	28050.0000	1
20251208	090045	28059.0000	28058.5000	28059.0000	28047.9993	28059.0000	28050.0000	1
20251208	090100	28060.0000	28061.0000	28060.0000	28085.5127	28060.0000	28050.0000	1
20251208	090115	28063.0000	28063.0000	28063.0000	28073.0082	28063.0000	28050.0000	1
20251208	090130	28060.0000	28060.5000	28060.0000	28073.0082	28060.0000	28050.0000	1
20251208	090145	28049.0000	28047.5000	28049.0000	28067.0061	28049.0000	28000.0000	1
20251208	090200	28063.0000	28060.5000	28060.5000	28108.4852	28060.5000	28050.0000	4
20251208	090215	28062.0000	28061.5000	28062.0000	28068.5066	28062.0000	28050.0000	1
20251208	090230	28053.0000	28055.5000	28055.5000	28059.0032	28055.5000	28050.0000	4
20251208	090245	28058.0000	28057.5000	28058.0000	28056.5023	28058.0000	28050.0000	1
20251208	090300	28061.0000	28063.5000	28063.5000	28059.0032	28063.5000	28050.0000	4
20251208	090315	28063.0000	28063.5000	28063.0000	28126.9918	28063.0000	28050.0000	1
20251208	090330	28071.0000	28070.5000	28071.0000	28063.4870	28071.0000	28050.0000	1
20251208	090345	28061.0000	28063.5000	28063.5000	28076.0093	28063.5000	28050.0000	4
20251208	090400	28062.0000	28062.5000	28062.0000	28068.5066	28062.0000	28050.0000	1
20251208	090415	28055.0000	28055.0000	28055.0000	28058.0029	28055.0000	28050.0000	1
20251208	090430	28059.0000	28058.5000	28059.0000	28015.4877	28059.0000	28050.0000	1
20251208	090445	28057.0000	28056.5000	28057.0000	28062.0043	28057.0000	28050.0000	1
20251208	090500	28055.0000	28054.0000	28055.0000	28059.0032	28055.0000	28050.0000	1
20251208	090515	28064.0000	28063.0000	28064.0000	28067.0061	28064.0000	28050.0000	1
20251208	090530	28060.0000	28060.5000	28060.0000	28014.9875	28060.0000	28050.0000	1
20251208	090545	28059.0000	28058.0000	28059.0000	28055.0018	28059.0000	28050.0000	1
20251208	090600	28052.0000	28051.5000	28052.0000	28057.5027	28052.0000	28050.0000	1
20251208	090615	28062.0000	28062.0000	28062.0000	28043.4977	28062.0000	28050.0000	1
20251208	090630	28067.0000	28066.5000	28067.0000	28095.9986	28067.0000	28050.0000	1
20251208	090645	28063.0000	28061.5000	28063.0000	28055.0018	28063.0000	28050.0000	1
20251208	090700	28070.0000	28070.5000	28070.0000	28083.4941	28070.0000	28050.0000	1
20251208	090715	28084.0000	28085.0000	28084.0000	28081.4934	28084.0000	28050.0000	1
20251208	090730	28075.0000	28073.5000	28075.0000	28096.4987	28075.0000	28050.0000	1
20251208	090745	28067.0000	28070.5000	28070.5000	28076.4916	28070.5000	28050.0000	4
20251208	090800	28069.0000	28068.5000	28069.0000	28073.5084	28069.0000	28050.0000	1
20251208	090815	28070.0000	28069.0000	28070.0000	28071.0075	28070.0000	28050.0000	1
20251208	090830	28070.0000	28071.0000	28070.0000	28071.5077	28070.0000	28050.0000	1
20251208	090845	28069.0000	28069.5000	28069.0000	28091.0146	28069.0000	28050.0000	1
20251208	090900	28063.0000	28065.0000	28065.0000	28091.0146	28065.0000	28050.0000	4
20251208	090915	28068.0000	28066.0000	28066.0000	28060.4859	28066.0000	28050.0000	4
20251208	090930	28064.0000	28064.5000	28064.0000	28029.4927	28064.0000	28050.0000	1
20251208	090945	28069.0000	28070.5000	28069.0000	28069.5070	28069.0000	28050.0000	1
20251208	091000	28060.0000	28061.0000	28060.0000	28068.9889	28060.0000	28050.0000	1
20251208	091015	28064.0000	28065.5000	28064.0000	28064.4873	28064.0000	28050.0000	1
20251208	091030	28070.0000	28070.0000	28070.0000	28071.4898	28070.0000	28050.0000	1
20251208	091045	28067.0000	28067.5000	28067.0000	28069.4891	28067.0000	28050.0000	1
20251208	091100	28059.0000	28058.5000	28059.0000	28060.9861	28059.0000	28050.0000	1
20251208	091115	28059.0000	28057.5000	28059.0000	28073.9907	28059.0000	28050.0000	1
20251208	091130	28065.0000	28067.5000	28067.5000	28068.0064	28067.5000	28050.0000	4
20251208	091145	28071.0000	28071.5000	28071.0000	28070.0071	28071.0000	28050.0000	1
20251208	091200	28074.0000	28073.5000	28074.0000	28073.0082	28074.0000	28050.0000	1
20251208	091215	28086.0000	28086.0000	28086.0000	28088.9961	28086.0000	28050.0000	1
20251208	091230	28083.0000	28084.0000	28083.0000	28085.4948	28083.0000	28050.0000	1
20251208	091245	28074.0000	28074.0000	28074.0000	28074.0086	28074.0000	28050.0000	1
20251208	091300	28072.0000	28073.0000	28072.0000	28073.0082	28072.0000	28050.0000	1
20251208	091315	28077.0000	28077.5000	28077.0000	28076.9918	28077.0000	28050.0000	1
20251208	091330	28080.0000	28078.5000	28080.0000	28080.4930	28080.0000	28050.0000	1
20251208	091345	28083.0000	28082.0000	28083.0000	28082.9939	28083.0000	28050.0000	1
20251208	091400	28074.0000	28073.5000	28074.0000	28075.9914	28074.0000	28050.0000	1
20251208	091415	28069.0000	28070.0000	28069.0000	28070.0071	28069.0000	28050.0000	1
20251208	091430	28070.0000	28071.0000	28070.0000	28072.5080	28070.0000	28050.0000	1
20251208	091445	28076.0000	28076.0000	28076.0000	28076.4916	28076.0000	28050.0000	1
20251208	091500	28073.0000	28073.5000	28073.0000	28074.0086	28073.0000	28050.0000	1
20251208	091515	28071.0000	28071.0000	28071.0000	28074.0086	28071.0000	28050.0000	1
