date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251231	084515	28823.0000	28823.5000	28823.0000	28877.9802	28823.0000	28800.0000	1
20251231	084530	28824.0000	28822.5000	28824.0000	28808.0072	28824.0000	28800.0000	1
20251231	084545	28824.0000	28824.5000	28824.0000	28821.5194	28824.0000	28800.0000	1
20251231	084600	28826.0000	28825.0000	28826.0000	28824.5221	28826.0000	28800.0000	1
20251231	084615	28820.0000	28821.5000	28820.0000	28822.0198	28820.0000	28800.0000	1
20251231	084630	28812.0000	28813.5000	28812.0000	28822.0198	28812.0000	28800.0000	1
20251231	084645	28810.0000	28812.0000	28812.0000	28822.0198	28812.0000	28800.0000	4
20251231	084700	28807.0000	28806.5000	28807.0000	28820.5185	28807.0000	28800.0000	1
20251231	084715	28804.0000	28805.5000	28804.0000	28816.5149	28804.0000	28800.0000	1
20251231	084730	28799.0000	28800.0000	28799.0000	28813.0117	28799.0000	28700.0000	1
20251231	084745	28803.0000	28803.5000	28803.0000	28802.0018	28803.0000	28800.0000	1
20251231	084800	28801.0000	28802.5000	28801.0000	28804.5041	28801.0000	28800.0000	1
20251231	084815	28798.0000	28799.5000	28798.0000	28800.5005	28798.0000	28700.0000	1
20251231	084830	28804.0000	28805.0000	28804.0000	28805.0045	28804.0000	28800.0000	1
20251231	084845	28809.0000	28809.0000	28809.0000	28807.5068	28809.0000	28800.0000	1
20251231	084900	28811.0000	28809.5000	28811.0000	28809.5086	28811.0000	28800.0000	1
20251231	084915	28809.0000	28808.0000	28809.0000	28809.0081	28809.0000	28800.0000	1
20251231	084930	28807.0000	28808.0000	28807.0000	28808.5077	28807.0000	28800.0000	1
20251231	084945	28805.0000	28806.0000	28805.0000	28808.5077	28805.0000	28800.0000	1
20251231	085000	28806.0000	28806.5000	28806.0000	28808.5077	28806.0000	28800.0000	1
20251231	085015	28807.0000	28808.5000	28807.0000	28807.0063	28807.0000	28800.0000	1
20251231	085030	28811.0000	28810.5000	28811.0000	28810.0090	28811.0000	28800.0000	1
20251231	085045	28810.0000	28811.5000	28811.5000	28809.5086	28811.5000	28800.0000	4
20251231	085100	28811.0000	28811.5000	28811.0000	28811.0099	28811.0000	28800.0000	1
20251231	085115	28812.0000	28811.0000	28812.0000	28811.0099	28812.0000	28800.0000	1
20251231	085130	28806.0000	28807.0000	28806.0000	28807.0063	28806.0000	28800.0000	1
20251231	085145	28809.0000	28808.5000	28809.0000	28809.0081	28809.0000	28800.0000	1
20251231	085200	28812.0000	28811.0000	28812.0000	28810.5095	28812.0000	28800.0000	1
20251231	085215	28808.0000	28808.0000	28808.0000	28808.5077	28808.0000	28800.0000	1
20251231	085230	28803.0000	28804.0000	28803.0000	28805.0045	28803.0000	28800.0000	1
20251231	085245	28802.0000	28802.5000	28802.0000	28804.5041	28802.0000	28800.0000	1
20251231	085300	28802.0000	28802.0000	28802.0000	28803.5032	28802.0000	28800.0000	1
20251231	085315	28800.0000	28799.5000	28800.0000	28799.4995	28800.0000	28800.0000	1
20251231	085330	28802.0000	28802.0000	28802.0000	28801.0009	28802.0000	28800.0000	1
20251231	085345	28798.0000	28799.5000	28798.0000	28800.0000	28798.0000	28700.0000	1
20251231	085400	28796.0000	28797.5000	28796.0000	28796.9973	28796.0000	28700.0000	1
20251231	085415	28802.0000	28801.0000	28802.0000	28800.5005	28802.0000	28800.0000	1
20251231	085430	28802.0000	28803.5000	28802.0000	28802.5023	28802.0000	28800.0000	1
20251231	085445	28802.0000	28804.0000	28804.0000	28802.5023	28804.0000	28800.0000	4
20251231	085500	28806.0000	28807.5000	28806.0000	28807.0063	28806.0000	28800.0000	1
20251231	085515	28812.0000	28810.5000	28812.0000	28810.5095	28812.0000	28800.0000	1
20251231	085530	28807.0000	28808.5000	28807.0000	28808.5077	28807.0000	28800.0000	1
20251231	085545	28806.0000	28807.0000	28806.0000	28806.5059	28806.0000	28800.0000	1
20251231	085600	28809.0000	28809.5000	28809.0000	28809.0081	28809.0000	28800.0000	1
20251231	085615	28806.0000	28805.0000	28806.0000	28804.5041	28806.0000	28800.0000	1
20251231	085630	28805.0000	28805.5000	28805.0000	28805.5050	28805.0000	28800.0000	1
20251231	085645	28808.0000	28808.0000	28808.0000	28808.5077	28808.0000	28800.0000	1
20251231	085700	28808.0000	28807.0000	28808.0000	28807.5068	28808.0000	28800.0000	1
20251231	085715	28802.0000	28803.0000	28802.0000	28805.0045	28802.0000	28800.0000	1
20251231	085730	28805.0000	28804.5000	28805.0000	28806.5059	28805.0000	28800.0000	1
20251231	085745	28806.0000	28805.0000	28806.0000	28806.5059	28806.0000	28800.0000	1
20251231	085800	28804.0000	28805.0000	28804.0000	28807.0063	28804.0000	28800.0000	1
20251231	085815	28798.0000	28797.5000	28798.0000	28799.4995	28798.0000	28700.0000	1
20251231	085830	28801.0000	28801.0000	28801.0000	28803.0027	28801.0000	28800.0000	1
20251231	085845	28801.0000	28801.0000	28801.0000	28802.5023	28801.0000	28800.0000	1
20251231	085900	28802.0000	28800.5000	28802.0000	28803.0027	28802.0000	28800.0000	1
20251231	085915	28800.0000	28799.0000	28800.0000	28801.0009	28800.0000	28800.0000	1
20251231	085930	28796.0000	28797.0000	28796.0000	28800.0000	28796.0000	28700.0000	1
20251231	085945	28797.0000	28796.5000	28797.0000	28798.4986	28797.0000	28700.0000	1
20251231	090000	28786.0000	28787.5000	28787.5000	28788.4896	28787.5000	28700.0000	4
20251231	090015	28813.0000	28812.0000	28813.0000	28813.0117	28813.0000	28800.0000	1
20251231	090030	28806.0000	28805.5000	28806.0000	28806.0054	28806.0000	28800.0000	1
20251231	090045	28817.0000	28817.0000	28817.0000	28817.5158	28817.0000	28800.0000	1
20251231	090100	28809.0000	28809.5000	28809.0000	28809.5086	28809.0000	28800.0000	1
20251231	090115	28803.0000	28802.5000	28803.0000	28803.5032	28803.0000	28800.0000	1
20251231	090130	28801.0000	28802.0000	28801.0000	28803.5032	28801.0000	28800.0000	1
20251231	090145	28800.0000	28801.5000	28800.0000	28802.5023	28800.0000	28800.0000	1
20251231	090200	28806.0000	28806.5000	28806.0000	28808.5077	28806.0000	28800.0000	1
20251231	090215	28815.0000	28814.0000	28815.0000	28812.5113	28815.0000	28800.0000	1
20251231	090230	28822.0000	28821.0000	28822.0000	28821.5194	28822.0000	28800.0000	1
20251231	090245	28820.0000	28820.5000	28820.0000	28821.0189	28820.0000	28800.0000	1
20251231	090300	28808.0000	28809.0000	28808.0000	28809.0081	28808.0000	28800.0000	1
20251231	090315	28819.0000	28819.0000	28819.0000	28819.0171	28819.0000	28800.0000	1
20251231	090330	28822.0000	28823.0000	28822.0000	28823.0207	28822.0000	28800.0000	1
20251231	090345	28828.0000	28826.5000	28828.0000	28828.0252	28828.0000	28800.0000	1
20251231	090400	28842.0000	28841.5000	28842.0000	28843.0387	28842.0000	28800.0000	1
20251231	090415	28842.0000	28842.0000	28842.0000	28842.5383	28842.0000	28800.0000	1
20251231	090430	28848.0000	28846.5000	28848.0000	28847.5428	28848.0000	28800.0000	1
20251231	090445	28844.0000	28843.0000	28844.0000	28844.0396	28844.0000	28800.0000	1
20251231	090500	28850.0000	28850.0000	28850.0000	28871.9748	28850.0000	28800.0000	1
20251231	090515	28846.0000	28844.0000	28844.0000	28845.0405	28844.0000	28800.0000	4
20251231	090530	28848.0000	28848.5000	28848.0000	28849.5446	28848.0000	28800.0000	1
20251231	090545	28848.0000	28847.0000	28848.0000	28848.5437	28848.0000	28800.0000	1
20251231	090600	28841.0000	28839.5000	28841.0000	28841.5374	28841.0000	28800.0000	1
20251231	090615	28845.0000	28847.0000	28847.0000	28847.5428	28847.0000	28800.0000	4
20251231	090630	28846.0000	28845.5000	28846.0000	28846.5419	28846.0000	28800.0000	1
20251231	090645	28848.0000	28848.5000	28848.0000	28850.4554	28848.0000	28800.0000	1
20251231	090700	28854.0000	28851.5000	28851.5000	28852.9577	28851.5000	28800.0000	4
20251231	090715	28862.0000	28861.5000	28862.0000	28861.9658	28862.0000	28800.0000	1
20251231	090730	28866.0000	28867.0000	28866.0000	28868.4716	28866.0000	28800.0000	1
20251231	090745	28864.0000	28865.0000	28864.0000	28866.9703	28864.0000	28800.0000	1
20251231	090800	28869.0000	28869.5000	28869.0000	28870.4734	28869.0000	28800.0000	1
