date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251210	084515	28282.0000	28280.0000	28282.0000	28282.4952	28282.0000	28250.0000	1
20251210	084530	28275.0000	28276.5000	28275.0000	28275.4933	28275.0000	28250.0000	1
20251210	084545	28282.0000	28283.0000	28282.0000	28282.4952	28282.0000	28250.0000	1
20251210	084600	28281.0000	28280.5000	28281.0000	28280.9948	28281.0000	28250.0000	1
20251210	084615	28279.0000	28280.0000	28279.0000	28282.9954	28279.0000	28250.0000	1
20251210	084630	28277.0000	28275.5000	28275.5000	28277.4939	28275.5000	28250.0000	4
20251210	084645	28281.0000	28281.5000	28281.0000	28279.9946	28281.0000	28250.0000	1
20251210	084700	28283.0000	28282.5000	28283.0000	28281.4950	28283.0000	28250.0000	1
20251210	084715	28279.0000	28278.5000	28279.0000	28280.4947	28279.0000	28250.0000	1
20251210	084730	28282.0000	28281.5000	28282.0000	28280.9948	28282.0000	28250.0000	1
20251210	084745	28281.0000	28281.5000	28281.0000	28279.9946	28281.0000	28250.0000	1
20251210	084800	28283.0000	28282.0000	28283.0000	28282.9954	28283.0000	28250.0000	1
20251210	084815	28283.0000	28283.0000	28283.0000	28284.4958	28283.0000	28250.0000	1
20251210	084830	28283.0000	28284.0000	28283.0000	28283.4955	28283.0000	28250.0000	1
20251210	084845	28285.0000	28285.5000	28285.0000	28286.4963	28285.0000	28250.0000	1
20251210	084900	28286.0000	28287.5000	28286.0000	28287.9967	28286.0000	28250.0000	1
20251210	084915	28290.0000	28289.0000	28290.0000	28289.4971	28290.0000	28250.0000	1
20251210	084930	28287.0000	28286.5000	28287.0000	28287.4966	28287.0000	28250.0000	1
20251210	084945	28279.0000	28279.0000	28279.0000	28279.4944	28279.0000	28250.0000	1
20251210	085000	28280.0000	28279.5000	28280.0000	28278.4942	28280.0000	28250.0000	1
20251210	085015	28278.0000	28278.5000	28278.0000	28278.4942	28278.0000	28250.0000	1
