date	near_days	near_r	near_days1	near_r1	near_days2	near_r2	next_days	next_r	next_days1	next_r1	next_days2	next_r2
20251217	35	0.0160686	30	0.016	60	0.01624	68	0.0164306	60	0.01624	90	0.01678
