date	time	nearT	nearW	nearSigma2	nearType	nextT	nextW	nextSigma2	nextType	vix	ori_vix	near_contrib_rows	next_contrib_rows
20251217	084515	0.0964321728	1.1575073653	0.0487847222	M,D	0.1868431317	-0.1575073653	0.0432601546	M,D	-1.00	22.0872637857	105	105
20251217	084530	0.0964316971	1.1575021044	0.0492746634	M,D	0.1868426560	-0.1575021044	0.0449736980	M,D	-1.00	22.1978970589	105	105
20251217	084545	0.0964312215	1.1574968434	0.0486984185	M,D	0.1868421804	-0.1574968434	0.0460142665	M,D	-1.00	22.0677181584	105	105
20251217	084600	0.0964307458	1.1574915825	0.0495086844	M,D	0.1868417047	-0.1574915825	0.0463341363	M,D	-1.00	22.2505470495	105	105
20251217	084615	0.0964302702	1.1574863215	0.0503913148	M,D	0.1868412291	-0.1574863215	0.0466091054	M,D	-1.00	22.4480098902	105	105
20251217	084630	0.0964297945	1.1574810606	0.0506709017	M,D	0.1868407534	-0.1574810606	0.0467359612	M,D	-1.00	22.5101980721	105	105
20251217	084645	0.0964293189	1.1574757997	0.0506922953	M,D	0.1868402778	-0.1574757997	0.0468951617	M,D	-1.00	22.5149495413	105	105
20251217	084700	0.0964288432	1.1574705387	0.0507800187	M,D	0.1868398021	-0.1574705387	0.0469714475	M,D	-1.00	22.5344222755	105	105
20251217	084715	0.0964283676	1.1574652778	0.0454425007	M,D	0.1868393265	-0.1574652778	0.0468506936	M,D	-1.00	21.3172466934	105	105
20251217	084730	0.0964278919	1.1574600168	0.0454455096	M,D	0.1868388508	-0.1574600168	0.0468464090	M,D	-1.00	21.3179524377	105	105
20251217	084745	0.0964274163	1.1574547559	0.0454777892	M,D	0.1868383752	-0.1574547559	0.0466934325	M,D	-1.00	21.3255220772	105	105
20251217	084800	0.0964269406	1.1574494949	0.0454319859	M,D	0.1868378995	-0.1574494949	0.0463869190	M,D	-1.00	21.3147802881	105	105
20251217	084815	0.0964264650	1.1574442340	0.0454341850	M,D	0.1868374239	-0.1574442340	0.0462995168	M,D	-1.00	21.3152961477	105	105
20251217	084830	0.0964259893	1.1574389731	0.0454871645	M,D	0.1868369482	-0.1574389731	0.0464039367	M,D	-1.00	21.3277201002	105	105
20251217	084845	0.0964255137	1.1574337121	0.0455157461	M,D	0.1868364726	-0.1574337121	0.0464235722	M,D	-1.00	21.3344196217	105	105
20251217	084900	0.0964250381	1.1574284512	0.0455366854	M,D	0.1868359970	-0.1574284512	0.0465615212	M,D	-1.00	21.3393264739	105	105
20251217	084915	0.0964245624	1.1574231902	0.0455129636	M,D	0.1868355213	-0.1574231902	0.0465558967	M,D	-1.00	21.3337675047	105	105
