date	near_days	near_r	near_days1	near_r1	near_days2	near_r2	next_days	next_r	next_days1	next_r1	next_days2	next_r2
20251223	29	0.0159607	14	0.0146978	30	0.016	62	0.0162923	60	0.01624	90	0.01678
