date	time	nearT	nearW	nearSigma2	nearType	nextT	nextW	nextSigma2	nextType	vix	ori_vix	near_contrib_rows	next_contrib_rows
20251226	084515	0.0717746385	0.8847800926	0.0440195441	0	0.1621855974	0.1152199074	0.0328135788	0	-1.00	20.3646191606	105	105
20251226	084530	0.0717741629	0.8847748316	0.0401901331	0	0.1621851218	0.1152251684	0.0350084147	0	-1.00	19.7514491781	105	105
20251226	084545	0.0717736872	0.8847695707	0.0404221477	0	0.1621846461	0.1152304293	0.0353138238	0	-1.00	19.8142945893	105	105
20251226	084600	0.0717732116	0.8847643098	0.0409211293	0	0.1621841705	0.1152356902	0.0357365732	0	-1.00	19.9354520140	105	105
20251226	084615	0.0717727359	0.8847590488	0.0406884609	0	0.1621836948	0.1152409512	0.0358419597	0	-1.00	19.8963259924	105	105
20251226	084630	0.0717722603	0.8847537879	0.0406546088	0	0.1621832192	0.1152462121	0.0361709717	0	-1.00	19.9085402597	105	105
20251226	084645	0.0717717846	0.8847485269	0.0407055027	0	0.1621827435	0.1152514731	0.0361266635	0	-1.00	19.9158723900	105	105
20251226	084700	0.0717713090	0.8847432660	0.0401481069	0	0.1621822679	0.1152567340	0.0360971580	0	-1.00	19.8057600913	105	105
20251226	084715	0.0717708333	0.8847380051	0.0400170335	0	0.1621817922	0.1152619949	0.0360682677	0	-1.00	19.7785087211	105	105
20251226	084730	0.0717703577	0.8847327441	0.0402243736	0	0.1621813166	0.1152672559	0.0361628198	0	-1.00	19.8243762192	105	105
20251226	084745	0.0717698820	0.8847274832	0.0294935701	0	0.1621808409	0.1152725168	0.0362242057	0	-1.00	17.6137707224	105	105
20251226	084800	0.0717694064	0.8847222222	0.0296241606	0	0.1621803653	0.1152777778	0.0362938737	0	-1.00	17.6468949102	105	105
20251226	084815	0.0717689307	0.8847169613	0.0287435292	0	0.1621798896	0.1152830387	0.0361493311	0	-1.00	17.4436708712	105	105
20251226	084830	0.0717684551	0.8847117003	0.0288423298	0	0.1621794140	0.1152882997	0.0363242766	0	-1.00	17.4769447267	105	105
20251226	084845	0.0717679795	0.8847064394	0.0287701506	0	0.1621789384	0.1152935606	0.0366020891	0	-1.00	17.4790944936	105	105
20251226	084900	0.0717675038	0.8847011785	0.0289479168	0	0.1621784627	0.1152988215	0.0372785425	0	-1.00	17.5622237254	105	105
