date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251222	084515	28274.0000	28275.0000	28274.0000	28274.9669	28274.0000	28200.0000	1
20251222	084530	28268.0000	28265.5000	28265.5000	28187.4834	28265.5000	28200.0000	4
20251222	084545	28260.0000	28259.0000	28260.0000	28257.4437	28260.0000	28200.0000	1
20251222	084600	28243.0000	28242.5000	28243.0000	28254.9404	28243.0000	28200.0000	1
20251222	084615	28260.0000	28259.0000	28260.0000	28262.4503	28260.0000	28200.0000	1
20251222	084630	28265.0000	28266.5000	28265.0000	28262.4503	28265.0000	28200.0000	1
20251222	084645	28254.0000	28255.5000	28254.0000	28262.4503	28254.0000	28200.0000	1
20251222	084700	28245.0000	28246.5000	28245.0000	28245.0596	28245.0000	28200.0000	1
20251222	084715	28253.0000	28252.5000	28253.0000	28252.4371	28253.0000	28200.0000	1
20251222	084730	28263.0000	28262.0000	28263.0000	28267.4570	28263.0000	28200.0000	1
20251222	084745	28265.0000	28265.0000	28265.0000	28267.4570	28265.0000	28200.0000	1
20251222	084800	28268.0000	28267.0000	28268.0000	28272.4636	28268.0000	28200.0000	1
20251222	084815	28266.0000	28265.5000	28266.0000	28267.4570	28266.0000	28200.0000	1
20251222	084830	28269.0000	28271.0000	28271.0000	28272.4636	28271.0000	28200.0000	4
20251222	084845	28271.0000	28271.5000	28271.0000	28272.4636	28271.0000	28200.0000	1
20251222	084900	28270.0000	28271.0000	28270.0000	28272.4636	28270.0000	28200.0000	1
20251222	084915	28275.0000	28276.0000	28275.0000	28274.9669	28275.0000	28200.0000	1
20251222	084930	28279.0000	28277.5000	28279.0000	28274.9669	28279.0000	28200.0000	1
20251222	084945	28281.0000	28280.0000	28281.0000	28279.9735	28281.0000	28200.0000	1
20251222	085000	28289.0000	28289.0000	28289.0000	28287.4834	28289.0000	28200.0000	1
20251222	085015	28294.0000	28293.5000	28294.0000	28289.9868	28294.0000	28200.0000	1
20251222	085030	28288.0000	28289.5000	28288.0000	28287.4834	28288.0000	28200.0000	1
20251222	085045	28290.0000	28290.5000	28290.0000	28289.9868	28290.0000	28200.0000	1
20251222	085100	28294.0000	28293.0000	28294.0000	28292.4901	28294.0000	28200.0000	1
20251222	085115	28292.0000	28292.5000	28292.0000	28292.4901	28292.0000	28200.0000	1
20251222	085130	28297.0000	28296.0000	28297.0000	28297.4967	28297.0000	28200.0000	1
20251222	085145	28298.0000	28298.5000	28298.0000	28302.5033	28298.0000	28200.0000	1
20251222	085200	28300.0000	28299.0000	28300.0000	28300.0000	28300.0000	28300.0000	1
20251222	085215	28292.0000	28291.0000	28292.0000	28294.9934	28292.0000	28200.0000	1
20251222	085230	28287.0000	28286.5000	28287.0000	28292.4901	28287.0000	28200.0000	1
20251222	085245	28286.0000	28285.0000	28286.0000	28284.9801	28286.0000	28200.0000	1
20251222	085300	28284.0000	28285.5000	28284.0000	28284.9801	28284.0000	28200.0000	1
20251222	085315	28287.0000	28286.0000	28287.0000	28287.4834	28287.0000	28200.0000	1
20251222	085330	28286.0000	28287.0000	28286.0000	28287.4834	28286.0000	28200.0000	1
20251222	085345	28281.0000	28282.5000	28281.0000	28284.9801	28281.0000	28200.0000	1
20251222	085400	28285.0000	28286.0000	28285.0000	28289.9868	28285.0000	28200.0000	1
20251222	085415	28287.0000	28286.0000	28287.0000	28289.9868	28287.0000	28200.0000	1
20251222	085430	28288.0000	28288.5000	28288.0000	28289.9868	28288.0000	28200.0000	1
20251222	085445	28283.0000	28284.0000	28283.0000	28287.4834	28283.0000	28200.0000	1
20251222	085500	28287.0000	28287.0000	28287.0000	28289.9868	28287.0000	28200.0000	1
20251222	085515	28294.0000	28294.0000	28294.0000	28292.4901	28294.0000	28200.0000	1
20251222	085530	28297.0000	28297.0000	28297.0000	28297.4967	28297.0000	28200.0000	1
20251222	085545	28303.0000	28302.0000	28303.0000	28300.0000	28303.0000	28300.0000	1
20251222	085600	28298.0000	28299.0000	28298.0000	28294.9934	28298.0000	28200.0000	1
20251222	085615	28290.0000	28288.5000	28288.5000	28289.9868	28288.5000	28200.0000	4
20251222	085630	28287.0000	28287.0000	28287.0000	28287.4834	28287.0000	28200.0000	1
20251222	085645	28284.0000	28285.0000	28284.0000	28284.9801	28284.0000	28200.0000	1
20251222	085700	28283.0000	28283.5000	28283.0000	28284.9801	28283.0000	28200.0000	1
20251222	085715	28282.0000	28283.5000	28282.0000	28284.9801	28282.0000	28200.0000	1
20251222	085730	28280.0000	28280.0000	28280.0000	28279.9735	28280.0000	28200.0000	1
20251222	085745	28285.0000	28284.5000	28285.0000	28282.4768	28285.0000	28200.0000	1
20251222	085800	28286.0000	28285.0000	28286.0000	28284.9801	28286.0000	28200.0000	1
20251222	085815	28291.0000	28289.0000	28289.0000	28284.9801	28289.0000	28200.0000	4
20251222	085830	28288.0000	28288.0000	28288.0000	28284.9801	28288.0000	28200.0000	1
20251222	085845	28283.0000	28282.0000	28283.0000	28279.9735	28283.0000	28200.0000	1
20251222	085900	28275.0000	28275.0000	28275.0000	28272.4636	28275.0000	28200.0000	1
