date	time	bid	ask	rpt_px	mid
20251219	084515	27827.00	27830.00	27830.00	27828.50
20251219	084530	27841.00	27843.00	27841.00	27842.00
20251219	084545	27832.00	27835.00	27833.00	27833.50
20251219	084600	27832.00	27836.00	27834.00	27834.00
20251219	084615	27818.00	27821.00	27818.00	27819.50
20251219	084630	27810.00	27812.00	27809.00	27811.00
20251219	084645	27802.00	27805.00	27804.00	27803.50
20251219	084700	27810.00	27813.00	27811.00	27811.50
20251219	084715	27808.00	27811.00	27811.00	27809.50
20251219	084730	27810.00	27813.00	27811.00	27811.50
20251219	084745	27807.00	27809.00	27806.00	27808.00
20251219	084800	27801.00	27804.00	27804.00	27802.50
20251219	084815	27805.00	27808.00	27808.00	27806.50
20251219	084830	27801.00	27804.00	27802.00	27802.50
20251219	084845	27808.00	27811.00	27810.00	27809.50
20251219	084900	27810.00	27812.00	27813.00	27811.00
20251219	084915	27807.00	27810.00	27810.00	27808.50
20251219	084930	27806.00	27810.00	27807.00	27808.00
20251219	084945	27810.00	27812.00	27811.00	27811.00
20251219	085000	27811.00	27813.00	27813.00	27812.00
20251219	085015	27803.00	27806.00	27804.00	27804.50
20251219	085030	27798.00	27800.00	27800.00	27799.00
20251219	085045	27804.00	27807.00	27805.00	27805.50
20251219	085100	27811.00	27813.00	27812.00	27812.00
20251219	085115	27811.00	27814.00	27812.00	27812.50
20251219	085130	27813.00	27815.00	27815.00	27814.00
20251219	085145	27820.00	27822.00	27821.00	27821.00
20251219	085200	27820.00	27821.00	27820.00	27820.50
20251219	085215	27815.00	27818.00	27819.00	27816.50
20251219	085230	27817.00	27819.00	27818.00	27818.00
20251219	085245	27821.00	27823.00	27823.00	27822.00
20251219	085300	27818.00	27821.00	27819.00	27819.50
20251219	085315	27823.00	27826.00	27826.00	27824.50
20251219	085330	27825.00	27826.00	27825.00	27825.50
20251219	085345	27823.00	27825.00	27824.00	27824.00
20251219	085400	27826.00	27829.00	27827.00	27827.50
20251219	085415	27825.00	27827.00	27827.00	27826.00
20251219	085430	27828.00	27829.00	27830.00	27828.50
20251219	085445	27833.00	27835.00	27833.00	27834.00
20251219	085500	27831.00	27833.00	27833.00	27832.00
20251219	085515	27832.00	27834.00	27833.00	27833.00
20251219	085530	27828.00	27830.00	27829.00	27829.00
20251219	085545	27828.00	27831.00	27831.00	27829.50
20251219	085600	27822.00	27824.00	27823.00	27823.00
20251219	085615	27815.00	27816.00	27815.00	27815.50
20251219	085630	27814.00	27816.00	27814.00	27815.00
20251219	085645	27812.00	27814.00	27813.00	27813.00
20251219	085700	27813.00	27814.00	27815.00	27813.50
20251219	085715	27813.00	27816.00	27815.00	27814.50
20251219	085730	27815.00	27818.00	27817.00	27816.50
20251219	085745	27813.00	27816.00	27814.00	27814.50
20251219	085800	27815.00	27818.00	27817.00	27816.50
20251219	085815	27823.00	27825.00	27824.00	27824.00
20251219	085830	27818.00	27819.00	27818.00	27818.50
20251219	085845	27819.00	27820.00	27820.00	27819.50
20251219	085900	27825.00	27828.00	27828.00	27826.50
20251219	085915	27821.00	27824.00	27822.00	27822.50
20251219	085930	27821.00	27824.00	27821.00	27822.50
20251219	085945	27819.00	27821.00	27820.00	27820.00
20251219	090000	27832.00	27833.00	27832.00	27832.50
20251219	090015	27834.00	27836.00	27836.00	27835.00
20251219	090030	27843.00	27846.00	27845.00	27844.50
20251219	090045	27837.00	27840.00	27837.00	27838.50
