date	time	txf_px	txf_mid_px	txf_or_mid	cboe_fwd	tw_fwd	k0	type
20251224	084515	28605.0000	28607.5000	28605.0000	28559.8908	28605.0000	28600.0000	1
20251224	084530	0.0000	28603.5000	28603.5000	28507.2474	28603.5000	28600.0000	2
20251224	084545	0.0000	28609.0000	28609.0000	28509.7542	28609.0000	28600.0000	2
20251224	084600	28610.0000	28604.0000	28604.0000	28502.2337	28604.0000	28600.0000	4
20251224	084615	28599.0000	28596.5000	28599.0000	28502.2337	28599.0000	28500.0000	1
20251224	084630	28600.0000	28600.5000	28600.0000	28544.8498	28600.0000	28600.0000	1
20251224	084645	28602.0000	28604.0000	28602.0000	28507.2474	28602.0000	28600.0000	1
20251224	084700	28600.0000	28606.5000	28606.5000	28514.7679	28606.5000	28600.0000	4
20251224	084715	28606.0000	28608.0000	28606.0000	28514.7679	28606.0000	28600.0000	1
20251224	084730	28610.0000	28612.0000	28610.0000	28657.3839	28610.0000	28600.0000	1
20251224	084745	0.0000	28612.5000	28612.5000	28657.3839	28612.5000	28600.0000	2
20251224	084800	28615.0000	28613.5000	28615.0000	28597.4932	28615.0000	28600.0000	1
20251224	084815	28614.0000	28611.5000	28614.0000	28597.4932	28614.0000	28600.0000	1
20251224	084830	28616.0000	28612.5000	28616.0000	28589.9727	28616.0000	28600.0000	1
20251224	084845	0.0000	28609.5000	28609.5000	28684.9590	28609.5000	28600.0000	2
20251224	084900	28608.0000	28611.5000	28611.5000	28615.0410	28611.5000	28600.0000	4
20251224	084915	0.0000	28612.0000	28612.0000	28622.5614	28612.0000	28600.0000	2
20251224	084930	0.0000	28613.0000	28613.0000	28602.5068	28613.0000	28600.0000	2
20251224	084945	28608.0000	28610.5000	28608.0000	28602.5068	28608.0000	28600.0000	1
20251224	085000	0.0000	28611.0000	28611.0000	28579.9454	28611.0000	28600.0000	2
20251224	085015	28601.0000	28599.0000	28601.0000	28572.4249	28601.0000	28600.0000	1
20251224	085030	28593.0000	28594.0000	28593.0000	28572.4249	28593.0000	28500.0000	1
20251224	085045	0.0000	28596.5000	28596.5000	28572.4249	28596.5000	28500.0000	2
20251224	085100	0.0000	28597.5000	28597.5000	28587.4659	28597.5000	28500.0000	2
20251224	085115	0.0000	28602.5000	28602.5000	28587.4659	28602.5000	28600.0000	2
20251224	085130	0.0000	28602.5000	28602.5000	28587.4659	28602.5000	28600.0000	2
20251224	085145	0.0000	28602.0000	28602.0000	28587.4659	28602.0000	28600.0000	2
20251224	085200	0.0000	28602.0000	28602.0000	28587.4659	28602.0000	28600.0000	2
