date	near_days	near_r	near_days1	near_r1	near_days2	near_r2	next_days	next_r	next_days1	next_r1	next_days2	next_r2
20251224	28	0.0159186	14	0.0146978	30	0.016	61	0.0162666	60	0.01624	90	0.01678
